主編碼,屬性,詞目,音讀,文白,部首
6073,1,捌想,bat-siūnn,0,
6074,1,料想,liāu-sióng,0,
6075,1,料想袂到,liāu-sióng-bē-kàu/liāu-sióng-buē-kàu,0,
6076,1,時運,sî-ūn,0,
6077,1,揤電鈴,tshi̍h tiān-lîng,0,
6078,1,挵鼓,lòng kóo,0,
6079,1,挹墓粿,ip-bōng-kué/ip-bōo-ké,0,
6080,1,鍤箕,tshiah-ki,0,
6081,1,料算,liāu-sǹg,0,
6082,1,時價,sî-kè,0,
6083,1,捙盤,tshia-puânn,0,
6084,1,時機,sî-ki,0,
6085,1,捆縛,khún-pa̍k,0,
6086,1,捎錢,sa-tsînn,0,
6087,1,捅頭,thóng-thâu,0,
6088,1,旅館,lí-kuán/lú-kuán,0,
6089,1,捋頭毛,lua̍h thâu-mn̂g,0,
6090,1,敆縫,kap-phāng,0,
6091,1,捙輾斗,tshia-liàn-táu,0,
6092,1,敆藥仔,kap-io̍h-á,0,
6093,1,挵鐘,lòng tsing,0,
6094,1,時鐘,sî-tsing,0,
6095,1,捏麵尪仔,lia̍p-mī-ang-á,0,
6096,1,晏,uànn,2,日
6097,1,晟,tshiânn,4,日
6098,1,書,tsu,2,曰
6099,1,書,su,1,曰
6100,1,朕,tīm,0,月
6101,1,柴,tshâ,0,木
6102,1,栓,sng,0,木
6103,1,校,hāu,0,木
6104,1,栱,kông,0,木
6105,1,核,hu̍t,2,木
6106,1,根,kin/kun,0,木
6107,1,格,keh,2,木
6108,1,栽,tsai,0,木
6109,1,桃,thô,1,木
6110,1,框,khing,2,木
6111,1,框,khong,1,木
6112,1,案,àn,1,木
6113,1,桌,toh,0,木
6114,1,柴㷮,tshâ-tsau,0,
6115,1,柴刀,tshâ-to,0,
6116,1,栗子,la̍t-tsí,0,
6117,1,校工,hāu-kang,0,
6118,1,校友,hāu-iú,0,
6119,1,栓仔,sng-á,0,
6120,1,格仔,keh-á,0,
6121,1,桃仔,thô-á,0,
6122,1,桌仔,toh-á,0,
6123,1,根本,kin-pún/kun-pún,0,
6124,1,桌布,toh-pòo,0,
6125,1,案件,àn-kiānn,0,
6126,1,桂竹,kuì-tik,0,
6127,1,桂竹筍,kuì-tik-sún,0,
6128,1,柴杙,tshâ-khi̍t,0,
6129,1,桑材,sng-tsâi,0,
6130,1,根底,kin-té/kun-tué,0,
6131,1,案底,àn-té/àn-tué,0,
6132,1,書房,tsu-pâng,0,
6133,1,桐油,tâng-iû,0,
6134,1,校舍,hāu-sià,0,
6135,1,桂花,kuì-hue,0,
6136,1,桃花,thô-hue,0,
6137,1,柴門,tshâ-mn̂g,0,
6138,1,校長,hāu-tiúnn,0,
6139,1,書架仔,tsu-kè-á,0,
6140,1,柴屐,tshâ-kia̍h,0,
6141,1,桌崁,toh-khàm,0,
6142,1,柴柴,tshâ-tshâ,0,
6143,1,柴梳,tshâ-se/tshâ-sue,0,
6144,1,柴砧,tshâ-tiam,0,
6145,1,柴耙,tshâ-pê,0,
6146,1,柴草,tshâ-tsháu,0,
6147,1,核能,hi̍k-lîng,0,
6148,1,晏起來,uànn khí--lâi,0,
6149,1,栽培,tsai-puê,0,
6150,1,桌屜,toh-thuah,0,
6151,1,桌帷,toh-uî,0,
6152,1,案情,àn-tsîng,0,
6153,1,柴桶,tshâ-tháng,0,
6154,1,桌頂,toh-tíng,0,
6155,1,柴魚,tshâ-hî/tshâ-hû,0,
6156,1,根節,kin-tsat/kun-tsat,0,
6157,1,桌裙,toh-kûn,0,
6158,1,桌跤,toh-kha,0,
6159,1,校對,kàu-tuì,0,
6160,1,柴寮,tshâ-liâu,0,
6161,1,晟養,tshiânn-ióng,0,
6162,1,根據,kin-kì/kun-kù,0,
6163,1,柴頭,tshâ-thâu,0,
6164,1,桌頭,toh-thâu,0,
6165,1,柴頭尪仔,tshâ-thâu-ang-á,0,
6166,1,柴鍥,tshâ-keh/tshâ-kueh,0,
6167,1,桌櫃,toh-kuī,0,
6168,1,書櫥,tsu-tû,0,
6169,1,桔,kiat,0,木
6170,1,梳,se/sue,0,木
6171,1,欱,hap,4,欠
6172,1,氣,khì,1,气
6173,1,氣,khuì,2,气
6174,1,浡,phū,4,水
6175,1,浮,phû,2,水
6176,1,海,hái,0,水
6177,1,浸,tsìm,0,水
6178,1,氣力,khuì-la̍t,0,
6179,1,氣口,khuì-kháu,0,
6180,1,浪子,lōng-tsú,0,
6181,1,海口,hái-kháu,0,
6182,1,海口腔,hái-kháu-khiunn,0,
6183,1,浮冇,phû-phànn,0,
6184,1,海水浴場,hái-tsuí i̍k-tiûnn,0,
6185,1,桔仔,kiat-á,0,
6186,1,桔仔汁,kiat-á-tsiap,0,
6187,1,桔仔餅,kiat-á-piánn,0,
6188,1,浮石,phû-tsio̍h,0,
6189,1,海瓜子,hái-kue-tsí,0,
6190,1,浮沉,phû-tîm,0,
6191,1,海沙埔,hái-sua-poo,0,
6192,1,氣身惱命,khì-sin-lóo-miā,0,
6193,1,氣味,khì-bī,0,
6194,1,海味,hái-bī,0,
6195,1,海和尚,hái-huê-siūnn,0,
6196,1,海岸,hái-huānn,0,
6197,1,海底,hái-té/hái-tué,0,
6198,1,氣怫怫,khì-phut-phut,0,
6199,1,氣氛,khì-hun,0,
6200,1,海狗,hái-káu,0,
6201,1,浸柿,tsìm-khī,0,
6202,1,海洋,hái-iûnn,0,
6203,1,海虼蚻,hái-ka-tsua̍h,0,
6204,1,海面,hái-bīn,0,
6205,1,海風,hái-hong,0,
6206,1,海埔,hái-poo,0,
6207,1,海島,hái-tó,0,
6208,1,海峽,hái-kiap,0,
6209,1,海海,hái-hái,0,
6210,1,海翁,hái-ang,0,
6211,1,海豹,hái-pà,0,
6212,1,浮動,phû-tāng,0,
6213,1,海參,hái-sim,0,
6214,1,泰國菝仔,thài-kok-pua̍t-á,0,
6215,1,浮崙,phû-lūn,0,
6216,1,海帶,hái-tuà,0,
6217,1,浴桶,i̍k-tháng,0,
6218,1,海產,hái-sán,0,
6219,1,海產糜,hái-sán-muê/hái-sán-bê,0,
6220,1,海蛇,hái-tsuâ,0,
6221,1,海棠,hái-tông,0,
6222,1,海湧,hái-íng,0,
6223,1,海菜,hái-tshài,0,
6224,1,氣象,khì-siōng,0,
6225,1,浪費,lōng-huì,0,
6226,1,海量,hái-liōng,0,
6227,1,浴間仔,i̍k-king-á,0,
6228,1,氣概,khì-khài,0,
6229,1,海賊,hái-tsha̍t,0,
6230,1,氣運,khì-ūn,0,
6231,1,海墘,hái-kînn,0,
6232,1,海漲,hái-tiòng,0,
6233,1,海綿,hái-mî,0,
6234,1,氣數,khì-sòo,0,
6235,1,海線,hái-suànn,0,
6236,1,海豬,hái-ti/hái-tu,0,
6237,1,氣魄,khì-phik,0,
6238,1,浪蕩,lōng-tōng,0,
6239,1,梳頭,se-thâu/sue-thâu,0,
6240,1,海龍王,Hái-lîng-ông,0,
6241,1,氣壓,khì-ap,0,
6242,1,海獺,hái-thuah,0,
6243,1,海鰻,hái-muâ,0,
6244,1,海鱺仔,hái-lē-á,0,
6245,1,消,siau,0,水
6246,1,烈,lia̍t,0,火
6247,1,烌,hu,4,火
6248,1,烏,oo,0,火
6249,1,烘,hang,2,火
6250,1,爹,tia,0,父
6251,1,狹,e̍h/ue̍h,2,犬
6252,1,烏𪐞紅,oo-tòo-âng,0,
6253,1,烏㽎㽎,oo-sìm-sìm,0,
6254,1,烏人,oo-lâng,0,
6255,1,烏仁,oo-jîn/oo-lîn,0,
6256,1,烏仁目鏡,oo-jîn-ba̍k-kiànn/oo-lîn-ba̍k-kiànn,0,
6257,1,消化,siau-huà,0,
6258,1,消水,siau-tsuí,0,
6259,1,烏手,oo-tshiú,0,
6260,1,烏毛,oo-moo,0,
6261,1,烏心石,oo-sim-tsio̍h,0,
6262,1,烏心肝,oo-sim-kuann,0,
6263,1,烏天暗地,oo-thinn-àm-tē/oo-thinn-àm-tuē,0,
6264,1,烘火,hang-hué/hang-hé,0,
6265,1,消失,siau-sit,0,
6266,1,烏市,oo-tshī,0,
6267,1,烏白,oo-pe̍h,0,
6268,1,烏白來,oo-pe̍h-lâi,0,
6269,1,烏名單,oo-miâ-tuann,0,
6270,1,烏有,oo-iú,0,
6271,1,烏色,oo-sik,0,
6272,1,烘肉,hang bah,0,
6273,1,特色,ti̍k-sik,0,
6274,1,烏耳鰻,oo-hīnn-muâ/oo-hī-muâ,0,
6275,1,烏西,oo-se,0,
6276,1,特別,ti̍k-pia̍t,0,
6277,1,消災解厄,siau-tsai-kái-eh,0,
6278,1,烏豆,oo-tāu,0,
6279,1,消防隊,siau-hông-tuī,0,
6280,1,消定,siau-tiānn,0,
6281,1,烏枋,oo-pang,0,
6282,1,烏枋拭仔,oo-pang-tshit-á,0,
6283,1,烏油,oo-iû,0,
6284,1,烏狗,oo-káu,0,
6285,1,烏狗兄,oo-káu-hiann,0,
6286,1,烏金,oo-kim,0,
6287,1,烏青,oo-tshenn/oo-tshinn,0,
6288,1,烏青凝血,oo-tshenn gîng-hueh/oo-tshinn gîng-huih,0,
6289,1,消毒,siau-to̍k,0,
6291,1,消風,siau-hong,0,
6292,1,烏面抐桮,oo-bīn-lā-pue,0,
6293,1,消息,siau-sit,0,
6294,1,特效藥,ti̍k-hāu-io̍h,0,
6295,1,烏格仔,oo-keh-á,0,
6296,1,特殊,ti̍k-sû,0,
6297,1,烏真珠,oo-tsin-tsu,0,
6298,1,消除,siau-tû,0,
6299,1,烏骨雞,oo-kut-ke/oo-kut-kue,0,
6300,1,烏梅仔酒,oo-muê-á-tsiú/oo-m̂-á-tsiú,0,
6301,1,烏甜仔菜,oo-tinn-á-tshài,0,
6302,1,烏笛仔,oo-ta̍t-á,0,
6303,1,烏陰,oo-im,0,
6304,1,烏陰天,oo-im-thinn,0,
6305,1,烏魚,oo-hî/oo-hû,0,
6306,1,烏魚子,oo-hî-tsí/oo-hû-tsí,0,
6307,1,烏麻油,oo-muâ-iû,0,
6308,1,烏魚鰾,oo-hî-piō/oo-hû-piō,0,
6309,1,烏喙筆仔,oo-tshuì-pit-á,0,
6310,1,烏斑,oo-pan,0,
6311,1,烏棗,oo-tsó,0,
6312,1,狸猫,lî-bâ,0,
6313,1,烏焦瘦,oo-ta-sán,0,
6314,1,烏痣,oo-kì,0,
6315,1,消費,siau-huì,0,
6316,1,消費者,siau-huì-tsiá,0,
6317,1,烏雲,oo-hûn,0,
6318,1,烏塗,oo-thôo,0,
6319,1,烏暗,oo-àm,0,
6320,1,烏暗眩,oo-àm-hîn,0,
6321,1,消極,siau-ki̍k,0,
6322,1,消滅,siau-bia̍t,0,
6323,1,烏煙,oo-ian,0,
6324,1,烏滓血,oo-lái-hueh/oo-lái-huih,0,
6325,1,烏煙黗,oo-ian-thûn,0,
6326,1,烏道,oo-tō,0,
6327,1,烏漚,oo-áu,0,
6328,1,烏漉肚,oo-lok-tōo,0,
6329,1,烏趖趖,oo-sô-sô,0,
6330,1,消遣,siau-khián,0,
6331,1,烏墨,oo-ba̍k,0,
6332,1,烏影,oo-iánn,0,
6333,1,烏璇石,oo-suān-tsio̍h,0,
6334,1,消瘦落肉,siau-sán-lo̍h-bah,0,
6335,1,烏蝛,oo-bui,0,
6336,1,烏醋,oo-tshòo,0,
6337,1,烏鴉,oo-a,0,
6338,1,烏魯木齊,oo-lóo-bo̍k-tsè,0,
6339,1,烏鴉喙,oo-a-tshuì,0,
6340,1,烏糖,oo-thn̂g,0,
6341,1,烏糖粿,oo-thn̂g-kué/oo-thn̂g-ké,0,
6342,1,烏貓,oo-niau,0,
6343,1,烏貓姊仔,oo-niau-tsí--á,0,
6344,1,烏頭仔車,oo-thâu-á-tshia,0,
6345,1,烏龜,oo-ku,0,
6346,1,烏龜,oo-kui,0,
6347,1,烏龍仔,oo-liông-á,0,
6348,1,烏龍茶,oo-liông-tê,0,
6349,1,烏甕串,oo-àng-tshǹg,0,
6350,1,烏鯧,oo-tshiunn,0,
6351,1,烘爐,hang-lôo,0,
6352,1,烏鶖,oo-tshiu,0,
6353,1,特權,ti̍k-khuân,0,
6354,1,狼,lông,0,犬
6355,1,珠,tsu,0,玉
6356,1,班,pan,0,玉
6357,1,留,lâu,2,田
6358,1,留,liû,1,田
6359,1,畜,thik,2,田
6360,1,泄,tshuā,4,水
6361,1,疶,tshuah,4,疒
6362,1,疼,thiànn,4,疒
6363,1,痀,ku,0,疒
6364,1,病,pēnn/pīnn,2,疒
6365,1,症,tsìng,0,疒
6366,1,病人,pēnn-lâng/pīnn-lâng,0,
6367,1,畚斗,pùn-táu,0,
6368,1,珠仔,tsu-á,0,
6369,1,畜生,thik-senn/thik-sinn,0,
6370,1,泄尿,tshuā-jiō/tshuā-liō,0,
6371,1,病床,pēnn-tshn̂g/pīnn-tshn̂g,0,
6372,1,班長,pan-tiúnn,0,
6373,1,疶屎,tshuah-sái,0,
6374,1,疼某菜,thiànn-bóo-tshài,0,
6375,1,狼毒,lông-to̍k,0,
6376,1,病相思,pēnn-siunn-si/pīnn-siunn-si,0,
6377,1,狼狽,lông-puē,0,
6378,1,病疼,pēnn-thiànn/pīnn-thiànn,0,
6379,1,病院,pēnn-īnn/pīnn-īnn,0,
6380,1,疼惜,thiànn-sioh,0,
6381,1,病情,pēnn-tsîng/pīnn-tsîng,0,
6382,1,珠淚,tsu-luī,0,
6383,1,疲勞,phî-lô,0,
6384,1,疼痛,thiànn-thàng,0,
6385,1,畚箕,pùn-ki,0,
6386,1,疳瘡,kam-tshng,0,
6387,1,珠蔥,tsu-tshang,0,
6388,1,疳積,kam-tsik,0,
6389,1,症頭,tsìng-thâu,0,
6390,1,珠螺,tsu-lê,0,
6391,1,珠螺膎,tsu-lê-kê/tsu-lê-kuê,0,
6392,1,珠寶,tsu-pó,0,
6393,1,留戀,liû-luân,0,
6394,1,病體,pēnn-thé/pīnn-thé,0,
6395,1,盍,khah,4,皿
6396,1,真,tsin,0,目
6397,1,眠,bîn,2,目
6398,1,眩,hîn,0,目
6399,1,砧,tiam,0,石
6400,1,破,phò,1,石
6401,1,破,phuà,2,石
6402,1,祖,tsóo,0,示
6403,1,眠一下,bîn--tsi̍t-ē,0,
6404,1,祖公,tsóo-kong,0,
6405,1,真心,tsin-sim,0,
6406,1,祕方,pì-hng,0,
6407,1,破少年,phuà-siàu-liân,0,
6408,1,真正,tsin-tsiànn,0,
6409,1,破布子,phuà-pòo-tsí,0,
6410,1,砧皮鞋,tiam-phuê-ê/tiam-phê-uê,0,
6411,1,眠床,bîn-tshn̂g,0,
6412,1,眠床枋,bîn-tshn̂g-pang,0,
6413,1,眩車,hîn-tshia,0,
6414,1,真拄好,tsin-tú-hó,0,
6415,1,破空,phuà-khang,0,
6416,1,破相,phuà-siùnn,0,
6417,1,祖厝,tsóo-tshù,0,
6418,1,破柴,phuà tshâ,0,
6419,1,破格,phuà-keh,0,
6420,1,祕書,pì-su,0,
6421,1,破格喙,phuà-keh-tshuì,0,
6422,1,真珠,tsin-tsu,0,
6423,1,破病,phuà-pēnn/phuà-pīnn,0,
6424,1,眨眨𥍉,tsha̍p-tsha̍p-nih,0,
6425,1,真情,tsin-tsîng,0,
6426,1,真理,tsin-lí,0,
6427,1,破產,phò-sán,0,
6428,1,眩船,hîn-tsûn,0,
6429,1,祕結,pì-kiat,0,
6430,1,破費,phò-huì,0,
6431,1,破開,phuà--khui,0,
6432,1,破傷風,phò-siong-hong,0,
6433,1,祖傳祕方,tsóo-thuân-pì-hng,0,
6434,1,祖媽,tsóo-má,0,
6435,1,破腹,phuà-pak,0,
6436,1,真誠,tsin-tsiânn,0,
6437,1,眠夢,bîn-bāng,0,
6438,1,真實,tsin-si̍t,0,
6439,1,祖廟,tsóo-biō,0,
6440,1,破膽,phuà-tánn,0,
6441,1,破雞筅,phuà-ke-tshíng/phuà-kue-tshíng,0,
6442,1,破壞,phò-huāi,0,
6443,1,祝,tsiok,0,示
6444,1,神,sîn,0,示
6445,1,祠,sû,0,示
6446,1,租,tsoo,0,禾
6447,1,秤,tshìn,0,禾
6448,1,秧,ng,2,禾
6449,1,站,tsām,0,立
6450,1,笑,tshiò,2,竹
6451,1,粉,hún,0,米
6452,1,納,la̍p,0,糸
6453,1,秤仔,tshìn-á,0,
6454,1,秧仔,ng-á,0,
6455,1,秮仔,tai-á,0,
6456,1,秤仔花,tshìn-á-hue,0,
6457,1,神主牌仔,sîn-tsú-pâi-á,0,
6458,1,神去,sîn--khì,0,
6459,1,秫米,tsu̍t-bí,0,
6460,1,秫米飯,tsu̍t-bí-pn̄g,0,
6461,1,神位,sîn-uī,0,
6462,1,粉肝,hún-kuann,0,
6463,1,笑咍咍,tshiò-hai-hai,0,
6464,1,神明,sîn-bîng,0,
6465,1,站長,tsām-tiúnn,0,
6466,1,笑面虎,tshiò-bīn-hóo,0,
6467,1,租厝,tsoo-tshù,0,
6468,1,笑容,tshiò-iông,0,
6469,1,神桌,sîn-toh,0,
6470,1,神神,sîn-sîn,0,
6471,1,笑桮,tshiò-pue,0,
6472,1,粉條,hún-tiâu,0,
6473,1,秧船,ng-tsûn,0,
6474,1,粉鳥,hún-tsiáu,0,
6475,1,納稅,la̍p-suè/la̍p-sè,0,
6476,1,粉筆,hún-pit,0,
6477,1,祝賀,tsiok-hō,0,
6478,1,粉圓,hún-înn,0,
6479,1,神經,sîn-king,0,
6480,1,站節,tsām-tsat,0,
6481,1,粉腸,hún-tshiâng,0,
6482,1,粉腸仔,hún-tn̂g-á,0,
6483,1,笑話,tshiò-uē,0,
6484,1,笑詼,tshiò-khue/tshiò-khe,0,
6485,1,神像,sîn-siōng,0,
6486,1,祝福,tsiok-hok,0,
6487,1,粉粿,hún-kué/hún-ké,0,
6488,1,紋銀,bûn-gîn/bûn-gûn,0,
6489,1,神魂,sîn-hûn,0,
6490,1,粉餅,hún-piánn,0,
6491,1,笑談,tshiàu-tâm,0,
6492,1,秤頭,tshìn-thâu,0,
6493,1,笑頭笑面,tshiò-thâu-tshiò-bīn,0,
6494,1,秤錘,tshìn-thuî,0,
6495,1,粉蟯,hún-giô,0,
6496,1,神轎,sîn-kiō,0,
6497,1,純,sûn,0,糸
6498,1,紗,se,2,糸
6499,1,紙,tsuá,0,糸
6500,1,級,kip,0,糸
6501,1,素,sòo,0,糸
6502,1,紡,pháng,2,糸
6503,1,索,soh,2,糸
6504,1,缺,khih,2,缶
6505,1,缺,khuat,1,缶
6506,1,缺,khueh/kheh,2,缶
6507,1,罟,koo,0,网
6508,1,翁,ang,2,羽
6509,1,耙,pê,0,耒
6510,1,耙,pē,0,耒
6511,1,胮,hàng,4,肉
6512,1,胸,hing,2,肉
6513,1,紗仔,se-á,0,
6514,1,索仔,soh-á,0,
6515,1,罟仔,koo-á,0,
6516,1,耙仔,pê-á,0,
6517,1,紗仔衫,se-á-sann,0,
6518,1,胳下空,koh-ē-khang,0,
6519,1,胸坎,hing-khám,0,
6520,1,胸坎骨,hing-khám-kut,0,
6521,1,紡車,pháng-tshia,0,
6522,1,缺角,khih-kak,0,
6523,1,紙坯,tsuá-phue/tsuá-phe,0,
6524,1,紙枋,tsuá-pang,0,
6525,1,純金,sûn-kim,0,
6526,1,翁某,ang-bóo,0,
6527,1,耙柫,pê-put,0,
6528,1,素面,sòo-bīn,0,
6529,1,素食,sòo-si̍t,0,
6530,1,紙厝,tsuá-tshù,0,
6531,1,紙扇,tsuá-sìnn,0,
6532,1,紡紗,pháng-se,0,
6533,1,胭脂,ian-tsi,0,
6534,1,胸掛骨,hing-kuà-kut,0,
6535,1,紙條,tsuá-tiâu,0,
6536,1,紙票,tsuá-phiò,0,
6537,1,紙袋仔,tsuá-tē-á,0,
6538,1,缺喙,khih-tshuì,0,
6539,1,翁婿,ang-sài,0,
6540,1,純然,sûn-jiân/sûn-liân,0,
6541,1,紙牌,tsuá-pâi,0,
6542,1,紗窗,se-thang,0,
6543,1,紙篋仔,tsuá-kheh-á,0,
6544,1,素質,sòo-tsit,0,
6545,1,紙橐仔,tsuá-lok-á,0,
6546,1,紙燈,tsuá-ting,0,
6547,1,紙錢,tsuá-tsînn,0,
6548,1,缺點,khuat-tiám,0,
6549,1,能,lîng,0,肉
6550,1,胿,kui,0,肉
6551,1,脆,tshè,2,肉
6552,1,脈,me̍h,2,肉
6553,1,臭,tshàu,0,自
6554,1,舀,iúnn,4,臼
6555,1,舐,tsīnn,0,舌
6556,1,茈,tsínn,4,艸
6557,1,茫,bâng,2,艸
6558,1,茫,bông,1,艸
6559,1,茶,tê,0,艸
6560,1,草,tsháu,2,艸
6561,1,草,tshó,1,艸
6562,1,臭人,tshàu-lâng,0,
6563,1,草人,tsháu-lâng,0,
6564,1,臭丸,tshàu-uân,0,
6565,1,茶山,tê-suann,0,
6566,1,舀水,iúnn-tsuí,0,
6567,1,茶心,tê-sim,0,
6568,1,茶心茶,tê-sim-tê,0,
6569,1,茶心粕,tê-sim-phoh,0,
6570,1,臭火焦,tshàu-hué-ta/tshàu-hé-ta,0,
6571,1,臭火燒,tshàu-hué-sio/tshàu-hé-sio,0,
6572,1,臭火薰,tshàu-hué-hun/tshàu-hé-hun,0,
6573,1,草仔,tsháu-á,0,
6574,1,茶仔油,tê-á-iû,0,
6575,1,臭奶呆,tshàu-ling-tai/tshàu-ni-tai,0,
6576,1,茭白筍,kha-pe̍h-sún,0,
6577,1,草地,tsháu-tē/tsháu-tuē,0,
6578,1,草地人,tsháu-tē-lâng/tsháu-tuē-lâng,0,
6579,1,臭老,tshàu-lāu,0,
6580,1,茶米,tê-bí,0,
6581,1,臭汗酸,tshàu-kuānn-sng,0,
6582,1,臭耳甕仔,tshàu-hīnn-àng-á/tshàu-hī-àng-á,0,
6583,1,臭耳聾,tshàu-hīnn-lâng/tshàu-hī-lâng,0,
6584,1,臭屁,tshàu-phuì,0,
6585,1,臭屁仙,tshàu-phuì-sian,0,
6586,1,臭尿薟,tshàu-jiō-hiam/tshàu-liō-hiam,0,
6587,1,臭豆腐,tshàu-tāu-hū,0,
6588,1,茶店仔,tê-tiàm-á,0,
6589,1,茶杯,tê-pue,0,
6590,1,臭油,tshàu-iû,0,
6591,1,茶油,tê-iû,0,
6592,1,臭油垢,tshàu-iû-káu,0,
6593,1,航空,hâng-khong,0,
6594,1,舀肥,iúnn-puî,0,
6595,1,臭青仔,tshàu-tshenn-á,0,
6596,1,脆柿,tshè-khī,0,
6597,1,臭柿仔,tshàu-khī-á,0,
6598,1,茯苓糕,ho̍k-lîng-ko,0,
6599,1,臭面,tshàu-bīn,0,
6600,1,臭風,tshàu-hong,0,
6601,1,草厝仔,tsháu-tshù-á,0,
6602,1,草埔,tsháu-poo,0,
6603,1,草索仔,tsháu-soh-á,0,
6604,1,茭荖仔,ka-ló-á,0,
6605,1,草窒仔,tshó-that-á,0,
6606,1,茶莊,tê-tsng,0,
6607,1,草魚,tsháu-hî/tsháu-hû,0,
6608,1,臭喙角,tshàu-tshuì-kak,0,
6609,1,臭殕,tshàu-phú,0,
6610,1,臭焦,tshàu-ta,0,
6611,1,草猴,tsháu-kâu,0,
6612,1,草絪,tsháu-in,0,
6613,1,草菇,tsháu-koo,0,
6614,1,茶園,tê-hn̂g,0,
6615,1,臭塗味,tshàu-thôo-bī,0,
6616,1,臭溝仔,tshàu-kau-á,0,
6617,1,茶滓,tê-tái,0,
6618,1,臭煬,tshàu-iāng,0,
6619,1,臭腥,tshàu-tshènn/tshàu-tshìnn,0,
6620,1,臭腥公,tshàu-tshenn-kong/tshàu-tshinn-kong,0,
6621,1,茶葉,tê-hio̍h,0,
6622,1,臭跤液,tshàu-kha-sio̍h,0,
6623,1,茶鈷,tê-kóo,0,
6624,1,茶箍,tê-khoo,0,
6625,1,草蓆,tsháu-tshio̍h,0,
6626,1,草蜢公,tsháu-meh-kong,0,
6627,1,草蜢仔,tsháu-meh-á,0,
6628,1,臭酸,tshàu-sng,0,
6629,1,臭彈,tshàu-tuānn,0,
6630,1,草寮仔,tsháu-liâu-á,0,
6631,1,茶盤,tê-puânn,0,
6632,1,草蔬,tsháu-se,0,
6633,1,草蝦,tsháu-hê,0,
6634,1,臭賤,tshàu-tsiān,0,
6635,1,草鞋,tsháu-ê/tsháu-uê,0,
6636,1,草橄欖,tshó-kan-ná,0,
6637,1,茶甌,tê-au,0,
6638,1,臭頭,tshàu-thâu,0,
6639,1,茶館,tê-kuán,0,
6640,1,臭頭雞仔,tshàu-thâu-ke-á/tshàu-thâu-kue-á,0,
6641,1,臭臊,tshàu-tsho,0,
6642,1,茈薑,tsínn-kiunn,0,
6643,1,臭薟薟,tshàu-hiam-hiam,0,
6644,1,草鍥仔,tsháu-keh-á/tsháu-kueh-á,0,
6645,1,臭羶,tshàu-hiàn,0,
6646,1,草藥,tsháu-io̍h,0,
6647,1,臭藥丸仔,tshàu-io̍h-uân-á,0,
6648,1,草霸王,tsháu-pà-ông,0,
6649,1,茶欉,tê-tsâng,0,
6650,1,茶罐,tê-kuàn,0,
6651,1,荏,lám,0,艸
6652,1,荒,hng,2,艸
6653,1,衰,sue,0,衣
6654,1,袂,bē/buē,4,衣
6655,1,衰䆀,sue-bái,0,
6656,1,袂䆀,bē-bái/buē-bái,0,
6657,1,袂歹,bē pháinn/buē pháinn,0,
6659,1,袂用得,bē-īng-tit/buē-īng-tit,0,
6660,1,袂合,bē ha̍h/buē ha̍h,0,
6661,1,袂收山,bē-siu-suann/buē-siu-suann,0,
6662,1,衰尾,sue-bué/sue-bé,0,
6663,1,衰尾道人,sue-bué-tō-jîn/sue-bé-tō-lîn,0,
6664,1,荏身,lám-sin,0,
6665,1,袂見笑,bē-kiàn-siàu/buē-kiàn-siàu,0,
6666,1,袂使,bē-sái/buē-sái,0,
6667,1,袂使得,bē-sái-tit/buē-sái-tit,0,
6668,1,袂和,bē-hô/buē-hô,0,
6669,1,荔枝,nāi-tsi,0,
6670,1,袂直,bē-ti̍t/buē-ti̍t,0,
6671,1,袂按算,bē àn-sǹg/buē àn-sǹg,0,
6672,1,袂赴,bē-hù/buē-hù,0,
6673,1,袂食袂睏,bē-tsia̍h-bē-khùn/buē-tsia̍h-buē-khùn,0,
6674,1,荒埔,hng-poo,0,
6675,1,袂記得,bē-kì-tit/buē-kì-tit,0,
6676,1,袂得通,bē-tit-thang/buē-tit-thang,0,
6677,1,袂得過,bē-tit kuè/buē-tit kè,0,
6679,1,袂堪得,bē-kham-tit/buē-kham-tit,0,
6680,1,袂當,bē-tàng/buē-tàng,0,
6681,1,衰運,sue-ūn,0,
6682,1,荒廢,hong-huì,0,
6683,1,衰潲,sue-siâu,0,
6684,1,袂曉,bē-hiáu/buē-hiáu,0,
6685,1,袂輸,bē-su/buē-su,0,
6686,1,袂輸講,bē-su-kóng/buē-su-kóng,0,
6687,1,袂講得,bē-kóng-tit/buē-kóng-tit,0,
6688,1,袂伸捙,bē-tshun-tshia/buē-tshun-tshia,0,
6689,1,荏懶,lám-nuā,0,
6690,1,荖藤,láu-tîn,0,
6691,1,討,thó,0,言
6692,1,記,kì,0,言
6693,1,豹,pà,0,豸
6694,1,財,tsâi,0,貝
6695,1,起,khí,0,走
6696,1,迵,thàng,4,辵
6697,1,迷,bê,0,辵
6698,1,迸,piàng,0,辵
6699,1,追,tui,0,辵
6700,1,退,thè,0,辵
6701,1,送,sàng,2,辵
6702,1,逃,tô,0,辵
6703,1,逆,gi̍k,0,辵
6704,1,起𪁎,khí-tshio,0,
6705,1,財力,tsâi-li̍k,0,
6706,1,討人情,thó-jîn-tsîng/thó-lîn-tsîng,0,
6707,1,貢丸,kòng-uân,0,
6708,1,逃亡,tô-bông,0,
6709,1,逆子,gi̍k-tsú,0,
6710,1,送上山,sàng-tsiūnn-suann,0,
6711,1,財子壽,tsâi-tsú-siū,0,
6712,1,起手,khí-tshiú,0,
